JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty
96610,0.0119,2.2102,2.1418,0.6224,0.5792,0,34
110592,0.013,2.6916,2.2837,0.7998,0.4021,1,14
109665,0.0141,2.5803,2.5063,0.6925,0.5589,1,55
172360,0.0239,2.9158,2.6478,0.6713,0.4897,0,47
95102,0.0113,1.8824,2.4384,0.6436,0.4975,1,34
88848,0.0071,1.9343,2.0158,0.7368,0.5279,1,34
105045,0.0106,2.2664,2.2147,0.8343,0.4771,1,14
128612,0.0142,2.6291,2.5882,0.7333,0.5428,0,66
115642,0.0152,2.657,2.4209,0.7573,0.5412,0,21
149044,0.0211,3.2077,2.43,0.6663,0.3306,1,14
122245,0.0169,2.4822,2.4817,0.7123,0.5514,0,62
105271,0.0135,2.2169,2.3665,0.7075,0.6153,0,57
130849,0.0142,2.5489,2.445,0.773,0.4735,0,34
106317,0.0097,2.3553,2.1672,0.7413,0.5275,0,60
127303,0.0166,2.8119,2.6933,0.731,0.436,0,34
107380,0.0132,2.2244,2.2189,0.7127,0.4798,0,47
89928,0.0113,2.2287,2.1504,0.6983,0.5943,1,55
100012,0.0135,2.3857,2.3643,0.6882,0.4352,1,14
87691,0.0076,1.5275,1.9937,0.7509,0.5456,0,60
107031,0.0134,2.5047,2.2902,0.7328,0.438,0,57
107067,0.0147,2.4876,2.2416,0.6992,0.4771,1,14
117195,0.0149,2.6662,2.4222,0.7467,0.5642,1,34
106667,0.0152,2.3889,2.524,0.7178,0.4475,0,14
112400,0.0114,2.4077,2.404,0.8028,0.4018,0,34
104571,0.0148,2.2979,2.5693,0.7259,0.5135,1,14
105864,0.0146,2.5103,2.2506,0.7099,0.5088,1,14
113550,0.0161,2.3495,2.6624,0.726,0.5775,0,55
100940,0.0133,2.1686,2.0111,0.6877,0.5233,0,34
137485,0.0203,2.5916,2.9626,0.673,0.6458,1,62
105672,0.0129,2.1094,2.3251,0.6972,0.6342,1,61
125904,0.0169,2.3285,2.6924,0.7378,0.643,1,61
174016,0.0249,3.1907,2.801,0.6744,0.4453,1,61
125166,0.0157,2.7716,2.5644,0.7442,0.501,1,89
131648,0.0175,2.6062,2.7698,0.6946,0.5422,1,89
139332,0.0193,2.8865,2.7525,0.7465,0.5093,1,89
122111,0.015,2.439,2.2844,0.7259,0.4824,1,35
96127,0.0144,2.2461,2.5188,0.7333,0.5913,0,28
129264,0.0235,2.6765,3.399,0.6812,0.6661,1,68
145757,0.0239,3.0703,3.0663,0.6937,0.4382,1,41
132463,0.0176,2.7872,2.5785,0.7403,0.4679,0,67
111563,0.0159,2.4048,2.4614,0.6687,0.3556,0,31
126226,0.0156,2.4219,2.5654,0.6529,0.613,1,77
134525,0.0152,2.75,2.6447,0.7023,0.5301,1,55
116065,0.0132,2.5555,2.3953,0.807,0.4441,0,28
105731,0.0122,2.1271,1.9838,0.6724,0.5548,1,31
123049,0.0152,2.6025,2.4469,0.7379,0.5177,1,43
114568,0.0156,2.4409,2.4538,0.6985,0.5139,1,43
135990,0.0175,2.4612,2.7682,0.6594,0.6372,1,77
103924,0.0126,2.3899,2.2109,0.7148,0.5062,1,28
139725,0.0163,2.7997,2.6157,0.7481,0.3871,0,28
109968,0.015,2.4601,2.3678,0.7321,0.4462,0,35
89887,0.0108,2.2564,2.1204,0.6508,0.4819,1,35
113262,0.0141,2.5021,2.3597,0.7702,0.4426,1,35
103221,0.0132,1.9746,2.5882,0.6678,0.6427,1,35
113460,0.0172,2.4153,2.7322,0.6825,0.5693,1,21
91036,0.0108,1.9141,2.3407,0.6945,0.4578,1,21
113704,0.013,2.6636,2.5218,0.7645,0.3709,0,21
123136,0.0144,2.6513,2.4233,0.7537,0.5627,1,17
85869,0.0088,2.1456,1.9749,0.7205,0.5563,0,21
89922,0.0157,2.482,2.3639,0.6857,0.5134,1,23
114044,0.0158,2.4944,2.5522,0.662,0.5502,1,21
111081,0.0144,2.199,2.476,0.7367,0.6058,1,21
92826,0.0109,1.8979,2.3946,0.7105,0.5131,0,21
92656,0.0101,2.0418,2.183,0.7351,0.4713,0,21
125981,0.0161,2.3267,2.7412,0.6949,0.5246,1,63
119091,0.0136,2.4157,2.4588,0.6736,0.507,0,17
136090,0.0166,2.663,2.565,0.7121,0.4443,0,17
101637,0.0108,2.1089,2.3509,0.7406,0.4743,1,21
128304,0.0152,2.826,2.7382,0.712,0.5042,0,36
98228,0.0108,2.469,2.241,0.7387,0.4442,0,21
117917,0.0126,2.5451,2.2751,0.7761,0.4109,0,21
117814,0.0186,2.4877,2.8754,0.6571,0.6164,1,55
107288,0.0148,2.1869,2.7919,0.677,0.5103,1,34
129217,0.0144,2.8315,2.5991,0.6945,0.2628,1,34
123970,0.0143,2.3779,2.1616,0.7146,0.5158,0,60
97941,0.0126,2.3603,2.1948,0.7444,0.3518,1,14
114095,0.0099,2.6765,2.4203,0.845,0.3379,1,14
126441,0.0122,2.5461,2.4208,0.7969,0.4948,1,14
150292,0.0215,2.9801,2.475,0.6834,0.3793,1,34
106673,0.0088,2.5509,2.2687,0.8066,0.522,0,34
137197,0.0192,2.5508,2.7828,0.7144,0.5691,0,62
100656,0.0128,2.2248,2.012,0.6901,0.3712,0,21
96249,0.0118,2.119,2.4653,0.7261,0.3689,0,14
100495,0.0101,2.4062,2.197,0.7225,0.541,1,34
97744,0.0121,2.193,2.2992,0.6574,0.5947,1,34
115138,0.0131,2.1409,2.4173,0.7099,0.5593,0,66
139201,0.0192,2.7573,2.7727,0.7331,0.4776,0,62
109504,0.012,2.2761,2.2355,0.719,0.4053,0,47
137511,0.0149,2.8014,2.5662,0.6593,0.4669,0,47
90308,0.0095,2.0097,2.2702,0.6913,0.3689,0,57
132059,0.0136,2.8555,2.4882,0.6868,0.4001,0,55
140219,0.0155,2.8243,2.7957,0.7671,0.5578,0,62
143583,0.0187,2.9741,2.393,0.708,0.4076,0,21
149304,0.0251,2.9657,2.69,0.6696,0.4799,1,55
112836,0.0168,2.7915,2.6187,0.7494,0.5366,1,55
112428,0.0122,2.4971,2.3684,0.7144,0.617,1,34
94227,0.0099,1.8081,2.2837,0.7283,0.6128,0,34
99344,0.0111,2.3496,1.9788,0.7475,0.3411,1,14
98047,0.0109,2.6597,2.1614,0.7861,0.3299,1,21
155047,0.0223,2.9078,2.5435,0.6751,0.4913,1,57
100042,0.0139,2.5669,2.5478,0.71,0.6307,1,55
108931,0.0183,2.3824,2.8123,0.7072,0.5855,0,55
91415,0.0149,2.0298,2.7464,0.6632,0.684,1,55
104987,0.0117,2.468,2.304,0.8205,0.2728,1,14
142110,0.0171,2.8916,2.7095,0.6704,0.4355,0,62
103135,0.012,2.3333,2.086,0.6634,0.549,0,47
94290,0.0091,1.7645,2.1438,0.7332,0.5692,0,66
111345,0.0138,2.6012,2.3692,0.6874,0.4388,1,14
156408,0.022,3.0509,2.5385,0.6799,0.4309,0,57
108333,0.0176,2.2187,3.0011,0.6278,0.5974,1,55
106155,0.0128,2.4988,2.3514,0.7459,0.3394,1,14
151489,0.0205,3.0242,2.4666,0.6956,0.3828,1,14
166526,0.0223,3.0486,2.5993,0.662,0.4549,0,66
134461,0.0179,2.7381,2.8235,0.7027,0.5223,0,34
96407,0.0106,1.9849,2.3253,0.7308,0.4679,1,34
83754,0.008,1.9925,2.1738,0.7396,0.3113,1,14
99056,0.014,2.1804,2.6781,0.645,0.4114,1,14
121915,0.0122,2.8057,2.6337,0.8199,0.4009,0,14
139978,0.02,2.8753,2.8039,0.7405,0.4972,1,34
106202,0.0118,2.6579,2.3167,0.7498,0.4398,1,14
108239,0.0136,2.3563,2.524,0.7087,0.5232,1,14
132049,0.015,2.8133,2.5938,0.6379,0.4565,0,34
106661,0.0122,2.3511,2.3989,0.7061,0.5327,1,34
95958,0.0102,2.2423,2.137,0.7446,0.4758,1,14
90235,0.0087,1.8059,2.243,0.7678,0.4619,0,34
118389,0.0131,2.5546,2.4986,0.7093,0.6405,0,34
99727,0.011,2.1541,2.1981,0.6351,0.5399,0,47
106678,0.0125,2.3676,2.1518,0.6788,0.5522,1,60
93651,0.0102,2.2759,2.0565,0.7418,0.4357,1,14
153727,0.0234,2.8477,2.9296,0.6695,0.494,0,62
118124,0.0111,2.6918,2.4291,0.809,0.4699,1,34
104559,0.0113,2.0272,2.2605,0.6992,0.5181,0,60
105324,0.0128,2.1597,2.4134,0.6385,0.6342,0,34
100560,0.0114,1.8627,2.4058,0.6546,0.6445,0,60
123524,0.014,2.6823,2.4175,0.746,0.5563,0,60
103736,0.0107,2.5669,2.1541,0.7763,0.4566,0,47
101040,0.0106,2.1895,2.0415,0.6749,0.6129,1,66
150148,0.018,2.8739,2.8426,0.6873,0.4247,0,57
100316,0.0098,2.2112,2.1946,0.6986,0.4993,1,47
124092,0.0124,2.7923,2.5833,0.803,0.4709,0,68
107635,0.0166,2.3973,2.3287,0.7191,0.48,1,28
164132,0.0262,3.1361,3.6833,0.6799,0.6034,1,41
81106,0.0074,1.792,2.097,0.7849,0.5429,0,31
105462,0.0089,2.7009,2.2218,0.813,0.4195,1,43
116144,0.0121,2.6018,2.2381,0.765,0.4164,1,43
128653,0.0159,2.2273,2.9207,0.6825,0.643,1,77
130459,0.0139,2.8311,2.6551,0.773,0.4388,0,35
84676,0.0093,2.0556,1.9893,0.7391,0.5912,1,35
127070,0.0156,2.7693,2.7748,0.7476,0.456,1,21
80628,0.0091,1.7905,2.1514,0.6667,0.5861,1,21
87746,0.0109,2.5053,2.3611,0.7204,0.4821,1,23
124158,0.0131,2.5799,2.3965,0.7828,0.4029,0,21
150499,0.0215,3.0459,2.4914,0.68,0.4614,1,21
164414,0.0207,2.9006,2.9733,0.7424,0.4801,0,62
95614,0.0085,2.2183,2.1218,0.84,0.4117,0,34
87166,0.0097,1.9155,2.2699,0.6852,0.3737,1,14
110497,0.0111,2.3648,2.3718,0.8195,0.4775,1,34
129335,0.0162,2.7704,2.6445,0.7586,0.5628,0,62
128502,0.0148,2.6306,2.4673,0.7589,0.4464,1,34
106209,0.0134,2.2793,2.4154,0.6908,0.4989,1,21
103173,0.0097,2.7911,2.2316,0.8097,0.4085,0,14
102687,0.0147,2.2864,2.5456,0.6845,0.604,1,55
101706,0.0108,2.1909,1.9153,0.7285,0.5153,0,66
78551,0.0075,1.6605,1.9673,0.7435,0.4593,1,57
134634,0.0156,2.6684,2.5606,0.7615,0.4595,0,57
112801,0.0142,2.2298,2.4444,0.6984,0.5904,0,62
108845,0.0119,2.0559,2.3173,0.7134,0.5277,0,60
121291,0.0123,2.7415,2.512,0.7802,0.4961,1,57
103806,0.012,2.3122,2.3311,0.6952,0.5419,0,34
101827,0.0128,2.4262,2.1187,0.7229,0.5078,0,57
129519,0.0132,2.7798,2.4468,0.6789,0.4556,0,60
81041,0.005,1.8418,1.8402,0.7673,0.4488,0,47
101974,0.0132,2.3241,2.3445,0.7178,0.5279,1,34
123796,0.0134,2.8972,2.4552,0.6714,0.2827,1,14
100669,0.0124,2.4814,2.1725,0.7058,0.3611,1,14
113338,0.0134,2.4819,2.2762,0.7389,0.4537,0,47
127111,0.0172,2.5309,2.6071,0.6966,0.578,0,62
124048,0.0171,2.5277,2.3539,0.6852,0.5905,0,62
113995,0.0151,2.2539,2.4563,0.6967,0.6255,0,62
149233,0.0209,2.9062,3.0288,0.6826,0.6496,0,62
100771,0.0121,2.2257,2.3013,0.7437,0.5315,0,61
125459,0.0182,2.3323,2.6514,0.6805,0.6541,1,61
106729,0.0135,2.2761,2.2661,0.6829,0.5174,1,61
98417,0.0115,2.0798,2.1829,0.7124,0.5207,1,35
149034,0.0213,2.6013,3.0,0.7036,0.5943,1,89
134712,0.014,2.8136,2.6771,0.7879,0.5287,1,89
119072,0.0163,2.3788,2.6745,0.7273,0.6329,1,35
155222,0.0218,3.0548,2.9398,0.7381,0.4632,1,89
131013,0.0189,2.9837,2.7894,0.6735,0.3753,0,28
183858,0.0248,3.0316,2.702,0.673,0.4972,0,68
104761,0.0108,2.2507,2.2812,0.6735,0.5085,0,31
165657,0.0217,2.6957,3.1846,0.7188,0.5292,0,77
126599,0.0186,2.5698,2.666,0.7311,0.5144,1,35
104022,0.0115,2.0139,2.3981,0.7334,0.4197,1,35
101639,0.0119,2.4587,2.2286,0.7551,0.3915,1,35
117332,0.0177,2.2733,2.5737,0.6791,0.5208,1,21
83381,0.0101,1.7755,2.2516,0.6563,0.5939,1,21
146929,0.021,2.9202,2.8883,0.7334,0.4199,0,62
126879,0.0166,2.6374,2.527,0.7282,0.4676,1,62
140898,0.0202,2.7027,2.8785,0.7392,0.4945,0,62
134803,0.0191,2.8259,2.648,0.6955,0.4428,0,62
124279,0.0144,2.8426,2.4063,0.7074,0.2974,0,14
128460,0.0175,2.5256,2.6621,0.7145,0.582,1,57
174889,0.0236,2.9918,2.6533,0.6744,0.5134,0,60
135998,0.0193,2.4441,2.8683,0.7015,0.6622,0,66
124437,0.017,2.571,2.4354,0.6927,0.4949,0,61
133795,0.0193,2.5996,3.0,0.6672,0.5322,0,61
123721,0.0177,2.459,2.6838,0.7217,0.5161,0,61
129740,0.0152,2.6249,2.6392,0.7919,0.5165,1,61
135240,0.0197,2.7128,2.7358,0.7029,0.4955,1,61
128709,0.0168,2.5292,2.7521,0.6906,0.5544,1,89
129414,0.0184,2.648,2.5803,0.6697,0.5335,0,61
105859,0.0128,2.3638,2.3854,0.7471,0.4963,1,35
94623,0.0125,2.1793,2.2207,0.6279,0.3327,0,35
157008,0.02,3.0436,3.1123,0.7521,0.4851,1,89
186659,0.0268,3.1334,2.8958,0.6709,0.4978,0,89
84222,0.0102,2.0888,1.9639,0.6577,0.4557,1,41
110042,0.0205,2.7864,2.9207,0.6737,0.47,1,68
130344,0.018,2.5777,2.7593,0.6643,0.5933,1,89
102211,0.0154,2.3918,2.7042,0.7452,0.4855,0,50
84995,0.0115,2.1825,2.124,0.6841,0.5268,0,50
139292,0.0173,2.5924,2.7441,0.67,0.5867,0,68
114105,0.02,2.5541,3.0489,0.7007,0.6272,0,28
82681,0.0092,2.0875,2.3146,0.795,0.3741,1,28
103785,0.0155,2.5264,2.6336,0.6814,0.5236,0,28
136119,0.0167,2.7942,2.676,0.7522,0.5023,1,55
127098,0.0119,2.7251,2.4222,0.7999,0.5438,1,55
123401,0.0234,2.4787,3.5326,0.6114,0.6978,1,68
161314,0.0262,2.9894,2.8437,0.6766,0.5203,0,41
98644,0.0133,2.3555,2.4794,0.6857,0.4886,1,28
127611,0.0216,2.7069,3.0648,0.6295,0.5638,0,28
100158,0.0144,2.2753,2.6505,0.7333,0.6177,0,28
134379,0.0189,2.5289,2.7845,0.7015,0.5614,1,67
117712,0.013,2.5504,2.445,0.8338,0.3399,0,31
108331,0.0167,2.3897,2.7622,0.7212,0.625,0,50
94112,0.0125,1.9965,2.6453,0.6628,0.5909,0,50
109360,0.0121,2.2753,2.1653,0.708,0.574,1,77
117240,0.0145,2.7991,2.5666,0.66,0.3421,0,28
120314,0.0153,2.4508,2.3185,0.6667,0.5019,0,55
102117,0.0122,2.3584,2.1492,0.6989,0.4606,1,55
119928,0.0136,2.5674,2.3011,0.7521,0.4578,1,67
112317,0.02,2.6329,2.987,0.7167,0.5678,1,31
119693,0.0127,2.5443,2.2829,0.7597,0.4447,0,35
124649,0.0167,2.851,2.5496,0.7466,0.4053,0,35
101548,0.0138,2.1241,2.6384,0.6457,0.5724,1,35
83814,0.0085,2.167,1.9666,0.674,0.521,1,35
87472,0.0084,2.1509,1.9811,0.7018,0.5656,0,35
93105,0.0098,2.1374,2.1261,0.7459,0.4109,0,35
103132,0.0126,2.4294,2.3479,0.6578,0.4296,1,35
101372,0.0131,2.4472,2.1508,0.702,0.4266,0,35
167522,0.0237,2.9634,2.6675,0.6695,0.443,1,35
104476,0.0112,2.7329,2.1964,0.7781,0.3865,0,35
108701,0.0142,2.276,2.4752,0.693,0.3458,0,35
87396,0.0099,2.0954,2.0304,0.745,0.44,1,35
96756,0.0096,2.1374,2.2503,0.7538,0.3653,1,21
116068,0.0155,2.2825,2.8228,0.701,0.4704,1,21
83898,0.0092,2.0168,2.0178,0.6537,0.48,0,21
91658,0.0134,1.9986,2.1241,0.6801,0.5807,1,21
99148,0.0124,1.9846,2.5569,0.6734,0.5321,1,21
118442,0.0192,2.3975,3.3246,0.6461,0.6422,0,35
104109,0.0127,2.3164,2.2894,0.7081,0.4904,1,21
85094,0.0101,1.8086,2.2603,0.6554,0.5948,1,21
109840,0.012,2.2693,2.3616,0.6591,0.5576,1,17
78676,0.0085,1.6607,2.1408,0.6878,0.5236,1,21
96145,0.0149,2.7452,2.5108,0.7439,0.4861,1,23
94574,0.0104,2.5491,2.1842,0.7503,0.4327,0,21
86950,0.0102,1.7534,2.2952,0.6838,0.639,0,21
86448,0.008,1.7043,2.1459,0.7769,0.5911,0,21
105754,0.0135,1.9919,2.6539,0.656,0.5577,0,21
105449,0.0121,2.3041,2.045,0.7439,0.4739,0,21
101504,0.0124,2.2082,2.398,0.6731,0.5619,0,21
75696,0.006,1.609,1.9688,0.7722,0.5289,0,21
99976,0.0105,2.5716,2.1568,0.7952,0.4478,1,21
