"id","start_date","end_date","wrong_selection","hint_used","hints_count","evaluation","evaluation_details","objects","distractors","background","theme","perspective","rotate_images","max_overlap","min_distance_from_border","min_size","max_size","earned_stars","max_stars_possible","ended_early","general_difficulty","adaptive"
618840,"2022-03-07 14:47:25","2022-03-07 14:51:13",6,t,2,-1,"hint used &  acceptable time (128s) exceeded (228s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/4_candy.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/700_chariot.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/45_magician_4.png"" - 3 errs) --] ",8,20,"90/60_50_10_bg10.png","FantasyOldKids",f,t,0.2,71,100,180,12,21,f,66,t
619522,"2022-03-07 15:44:41","2022-03-07 15:46:17",0,f,0,1," time (96s) - OK & ",7,16,"0\58_50_7_bg5.png","CityOldKids",f,f,0.4,64,100,180,15,18,f,55,t
619572,"2022-03-07 15:46:55","2022-03-07 15:48:41",2,f,0,1," time (106s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\30_duck.png"" - 2 errs) --] ",7,17,"0\63_35_5_bg8.png","CityOldKids",f,f,0.4,64,100,180,15,18,f,55,t
620223,"2022-03-07 18:07:55","2022-03-07 18:16:56",10,t,1,-1,"hint used &  acceptable time (128s) exceeded (541s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/45_magician_4.png"" - 7 errs) -- (on object ""FantasyOldKids/Items/50_wizard.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/45_girlwitch_4.png"" - 2 errs) --] ",8,21,"90/57_60_10_bg8.png","FantasyOldKids",f,t,0.2,76,100,180,11,21,f,66,t
621060,"2022-03-08 08:53:58","2022-03-08 08:54:36",1,f,0,1," time (38s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/80_horse.png"" - 1 errs) --] ",5,10,"0/58_40_10_bg2.png","FantasyOldKids",f,f,0.2,143,100,300,7,12,f,34,t
621102,"2022-03-08 08:55:18","2022-03-08 08:55:46",0,f,0,1," time (28s) - OK & ",5,11,"0/58_30_8_bg9.png","CityOldKids",f,f,0.2,143,100,300,9,12,f,34,t
621161,"2022-03-08 08:56:05","2022-03-08 08:57:16",8,t,1,0,"hint used &  time (71s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""Farm/Items/30_sun.png"" - 8 errs) --] ",5,11,"0/70_20_5_bg2.png","Farm",f,f,0.4,71,100,300,7,12,f,34,t
621206,"2022-03-08 08:57:36","2022-03-08 08:58:13",1,f,0,1," time (37s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/27_hook.png"" - 1 errs) --] ",5,11,"90/90_15_5_bg6.png","Pirates",f,f,0.4,71,100,300,7,12,f,34,t
621257,"2022-03-08 08:58:32","2022-03-08 08:59:18",0,f,0,1," time (46s) - OK & ",6,12,"90/63_50_10_bg7.png","FantasyOldKids",f,f,0.4,71,100,180,12,15,f,34,t
621820,"2022-03-08 09:41:01","2022-03-08 09:41:14",0,f,0,1," time (13s) - OK & ",3,1,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,24,f
621839,"2022-03-08 09:41:30","2022-03-08 09:41:40",0,f,0,1," time (10s) - OK & ",3,1,"0/55_33_10_bg1.png","Pirates",t,f,0,143,100,300,3,6,f,24,f
621859,"2022-03-08 09:41:53","2022-03-08 09:42:06",0,f,0,1," time (13s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,24,f
621880,"2022-03-08 09:42:26","2022-03-08 09:42:46",0,f,0,1," time (20s) - OK & ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,143,100,300,3,6,f,24,f
621899,"2022-03-08 09:43:06","2022-03-08 09:43:16",0,f,0,1," time (10s) - OK & ",3,1,"0/70_20_5_bg2.png","Farm",t,f,0,143,100,300,3,6,f,24,f
621920,"2022-03-08 09:43:28","2022-03-08 09:43:43",0,f,0,1," time (15s) - OK & ",3,1,"0/55_33_10_bg1.png","Pirates",t,f,0,143,100,300,3,6,f,24,f
621942,"2022-03-08 09:43:58","2022-03-08 09:44:16",0,f,0,1," time (18s) - OK & ",3,1,"0/58_30_8_bg3.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,24,f
621963,"2022-03-08 09:44:30","2022-03-08 09:44:47",0,f,0,1," time (17s) - OK & ",3,1,"0/63_35_5_bg8.png","CityOldKids",t,f,0,143,100,300,3,6,f,24,f
621983,"2022-03-08 09:45:23","2022-03-08 09:45:48",0,f,0,1," time (25s) - OK & ",3,1,"0/66_20_4_bg1.png","Farm",t,f,0,143,100,300,3,6,f,24,f
622004,"2022-03-08 09:46:00","2022-03-08 09:46:17",0,f,0,1," time (17s) - OK & ",3,1,"0/68_25_7_bg2.png","Pirates",t,f,0,143,100,300,3,6,f,24,f
622545,"2022-03-08 10:17:23","2022-03-08 10:17:50",2,f,0,0," time (27s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/700_gingerbreadhouse.png"" - 2 errs) --] ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,20,f
622568,"2022-03-08 10:18:07","2022-03-08 10:18:29",1,f,0,0," time (22s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/1000_excavator.png"" - 1 errs) --] ",3,1,"0/74_50_10_bg3.png","CityOldKids",t,f,0,143,100,300,3,6,f,20,f
622590,"2022-03-08 10:18:43","2022-03-08 10:19:03",0,f,0,1," time (20s) - OK & ",3,1,"0/75_25_7_bg3.png","Farm",t,f,0,143,100,300,3,6,f,20,f
622613,"2022-03-08 10:19:16","2022-03-08 10:19:43",1,f,0,0," time (27s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/170_mermaid4.png"" - 1 errs) --] ",3,1,"0/55_33_10_bg1.png","Pirates",t,f,0,143,100,300,3,6,f,20,f
622634,"2022-03-08 10:19:56","2022-03-08 10:20:15",0,f,0,1," time (19s) - OK & ",3,1,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,20,f
622657,"2022-03-08 10:20:31","2022-03-08 10:20:51",1,f,0,0," time (20s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/17_pizza.png"" - 1 errs) --] ",3,1,"0/63_35_5_bg8.png","CityOldKids",t,f,0,143,100,300,3,6,f,20,f
622679,"2022-03-08 10:21:05","2022-03-08 10:21:26",0,f,0,1," time (21s) - OK & ",3,1,"0/73_15_7_bg4.png","Farm",t,f,0,143,100,300,3,6,f,20,f
622700,"2022-03-08 10:21:39","2022-03-08 10:21:57",0,f,0,1," time (18s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,143,100,300,3,6,f,20,f
623093,"2022-03-08 10:53:05","2022-03-08 10:54:07",0,f,0,1," time (62s) - OK & ",4,4,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,71,100,300,6,9,f,14,t
623138,"2022-03-08 10:54:26","2022-03-08 10:56:11",5,f,0,-1," acceptable time (64s) exceeded (105s) &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""CityYoungKids/Items/200_fireman.png"" - 5 errs) --] ",4,4,"90/73_50_15_bg4.png","CityYoungKids",t,f,0,71,100,300,6,9,f,14,t
623168,"2022-03-08 10:56:41","2022-03-08 10:57:49",0,f,0,0," acceptable time (64s) exceeded (68s) & ",4,4,"90/75_30_6_bg8.png","Farm",t,f,0,143,100,300,6,9,f,14,t
623604,"2022-03-09 13:39:51","2022-03-09 13:40:10",0,f,0,1," time (19s) - OK & ",3,1,"0\58_20_4_bg2.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
623619,"2022-03-09 13:40:25","2022-03-09 13:40:38",0,f,0,1," time (13s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
623635,"2022-03-09 13:40:50","2022-03-09 13:41:07",0,f,0,1," time (17s) - OK & ",3,1,"0\75_25_7_bg3.png","Farm",t,f,0,115,100,300,3,6,f,37,f
623649,"2022-03-09 13:41:19","2022-03-09 13:41:34",0,f,0,1," time (15s) - OK & ",3,1,"0\55_33_10_bg1.png","Pirates",t,f,0,115,100,300,3,6,f,37,f
623665,"2022-03-09 13:41:46","2022-03-09 13:42:01",0,f,0,1," time (15s) - OK & ",3,1,"0\70_80_10_bg5.png","FantasyOldKids",t,f,0,115,100,300,3,6,f,37,f
623680,"2022-03-09 13:42:12","2022-03-09 13:42:25",0,f,0,1," time (13s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
623697,"2022-03-09 13:42:37","2022-03-09 13:42:50",0,f,0,1," time (13s) - OK & ",3,1,"0\73_15_7_bg4.png","Farm",t,f,0,115,100,300,3,6,f,37,f
623713,"2022-03-09 13:43:01","2022-03-09 13:43:13",0,f,0,1," time (12s) - OK & ",3,1,"0\55_33_10_bg1.png","Pirates",t,f,0,115,100,300,3,6,f,37,f
623730,"2022-03-09 13:43:24","2022-03-09 13:43:36",0,f,0,1," time (12s) - OK & ",3,1,"0\58_30_8_bg3.png","FantasyOldKids",t,f,0,115,100,300,3,6,f,37,f
623747,"2022-03-09 13:43:48","2022-03-09 13:44:01",0,f,0,1," time (13s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
623763,"2022-03-09 13:44:12","2022-03-09 13:44:25",0,f,0,1," time (13s) - OK & ",3,1,"0\75_25_7_bg3.png","Farm",t,f,0,115,100,300,3,6,f,37,f
624397,"2022-03-09 13:55:40","2022-03-09 14:01:04",23,t,3,-1,"hint used &  acceptable time (112s) exceeded (324s) &  2 or more mistakes on 1 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/15_AXE.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/5_spider.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/50_superhero_2.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/70_vampire.png"" - 20 errs) --] ",7,17,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0.2,76,100,180,8,18,f,60,t
625195,"2022-03-09 14:45:27","2022-03-09 14:50:08",34,t,3,-1,"hint used &  acceptable time (128s) exceeded (281s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/2000_castle.png"" - 5 errs) -- (on object ""FantasyOldKids/Items/10_cobra.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/40_clock.png"" - 28 errs) --] ",8,20,"90/70_50_10_bg6.png","FantasyOldKids",f,t,0.2,76,100,180,16,21,f,66,t
625584,"2022-03-09 18:55:15","2022-03-09 18:55:43",0,f,0,1," time (28s) - OK & ",3,1,"0\58_30_8_bg9.png","CityOldKids",t,f,0,115,100,300,3,6,f,57,f
625598,"2022-03-09 18:56:01","2022-03-09 18:56:26",0,f,0,1," time (25s) - OK & ",3,1,"0\66_20_4_bg1.png","Farm",t,f,0,115,100,300,3,6,f,57,f
625613,"2022-03-09 18:56:41","2022-03-09 18:57:07",0,f,0,1," time (26s) - OK & ",3,1,"0\55_33_10_bg1.png","Pirates",t,f,0,115,100,300,3,6,f,57,f
625627,"2022-03-09 18:57:22","2022-03-09 18:57:48",0,f,0,1," time (26s) - OK & ",3,1,"0\58_30_8_bg3.png","FantasyOldKids",t,f,0,115,100,300,3,6,f,57,f
625642,"2022-03-09 18:58:03","2022-03-09 18:58:28",0,f,0,1," time (25s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,57,f
625656,"2022-03-09 18:58:42","2022-03-09 18:59:08",0,f,0,1," time (26s) - OK & ",3,1,"0\73_15_7_bg4.png","Farm",t,f,0,115,100,300,3,6,f,57,f
625670,"2022-03-09 18:59:22","2022-03-09 18:59:42",0,f,0,1," time (20s) - OK & ",3,1,"0\66_50_17_bg3.png","Pirates",t,f,0,115,100,300,3,6,f,57,f
626123,"2022-03-10 09:09:19","2022-03-10 09:10:09",0,f,0,1," time (50s) - OK & ",4,5,"90/60_80_15_bg9.png","FantasyOldKids",t,f,0,143,100,300,6,9,f,14,t
626155,"2022-03-10 09:10:26","2022-03-10 09:11:12",0,f,0,1," time (46s) - OK & ",4,5,"90/63_35_5_bg8.png","CityYoungKids",t,f,0,71,100,300,6,9,f,14,t
626187,"2022-03-10 09:11:36","2022-03-10 09:12:29",0,f,0,1," time (53s) - OK & ",4,6,"90/75_30_6_bg8.png","Farm",t,f,0,71,100,300,6,9,f,14,t
626219,"2022-03-10 09:12:47","2022-03-10 09:13:27",0,f,0,1," time (40s) - OK & ",4,7,"90/90_20_5_bg5.png","Pirates",t,f,0,71,100,300,6,9,f,14,t
626252,"2022-03-10 09:13:53","2022-03-10 09:14:34",0,f,0,1," time (41s) - OK & ",4,7,"0/67_50_15_bg4.png","FantasyYoungKids",t,f,0,71,100,300,6,9,f,14,t
626765,"2022-03-10 09:26:19","2022-03-10 09:26:45",0,f,0,1," time (26s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,71,f
626786,"2022-03-10 09:27:01","2022-03-10 09:27:15",0,f,0,1," time (14s) - OK & ",3,1,"0/58_20_4_bg2.png","CityOldKids",t,f,0,143,100,300,3,6,f,71,f
626807,"2022-03-10 09:27:27","2022-03-10 09:27:44",0,f,0,1," time (17s) - OK & ",3,1,"0/66_20_4_bg1.png","Farm",t,f,0,143,100,300,3,6,f,71,f
626827,"2022-03-10 09:27:57","2022-03-10 09:28:14",0,f,0,1," time (17s) - OK & ",3,1,"0/52_20_7_bg4.png","Pirates",t,f,0,143,100,300,3,6,f,71,f
626848,"2022-03-10 09:28:26","2022-03-10 09:28:49",0,f,0,1," time (23s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,71,f
626869,"2022-03-10 09:29:02","2022-03-10 09:29:18",0,f,0,1," time (16s) - OK & ",3,1,"0/73_50_15_bg4.png","CityOldKids",t,f,0,143,100,300,3,6,f,71,f
626890,"2022-03-10 09:29:30","2022-03-10 09:29:45",0,f,0,1," time (15s) - OK & ",3,1,"0/66_20_4_bg1.png","Farm",t,f,0,143,100,300,3,6,f,71,f
626910,"2022-03-10 09:29:57","2022-03-10 09:30:11",0,f,0,1," time (14s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,143,100,300,3,6,f,71,f
627425,"2022-03-10 10:15:03","2022-03-10 10:15:24",0,f,0,1," time (21s) - OK & ",3,1,"0/67_50_15_bg4.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,28,f
627445,"2022-03-10 10:15:39","2022-03-10 10:15:52",0,f,0,1," time (13s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,28,f
627466,"2022-03-10 10:16:04","2022-03-10 10:16:21",0,f,0,1," time (17s) - OK & ",3,1,"0/58_20_4_bg2.png","CityOldKids",t,f,0,143,100,300,3,6,f,28,f
627485,"2022-03-10 10:16:32","2022-03-10 10:16:47",0,f,0,1," time (15s) - OK & ",3,1,"0/73_15_7_bg4.png","Farm",t,f,0,143,100,300,3,6,f,28,f
627506,"2022-03-10 10:16:59","2022-03-10 10:17:15",0,f,0,1," time (16s) - OK & ",3,1,"0/55_33_10_bg1.png","Pirates",t,f,0,143,100,300,3,6,f,28,f
627526,"2022-03-10 10:17:26","2022-03-10 10:17:41",0,f,0,1," time (15s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,28,f
627546,"2022-03-10 10:17:55","2022-03-10 10:18:12",0,f,0,1," time (17s) - OK & ",3,1,"0/73_50_15_bg4.png","CityOldKids",t,f,0,143,100,300,3,6,f,28,f
627566,"2022-03-10 10:18:38","2022-03-10 10:18:52",0,f,0,1," time (14s) - OK & ",3,1,"0/73_15_7_bg4.png","Farm",t,f,0,143,100,300,3,6,f,28,f
627585,"2022-03-10 10:19:03","2022-03-10 10:19:21",0,f,0,1," time (18s) - OK & ",3,1,"0/55_33_10_bg1.png","Pirates",t,f,0,143,100,300,3,6,f,28,f
627605,"2022-03-10 10:19:33","2022-03-10 10:19:45",0,f,0,1," time (12s) - OK & ",3,1,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,28,f
628090,"2022-03-10 11:20:59","2022-03-10 11:23:54",4,t,2,-1,"hint used &  acceptable time (80s) exceeded (175s) &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/50_wizard.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/70_door.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/30_swan_3.png"" - 1 errs) --] ",5,8,"0/60_40_10_bg1.png","FantasyOldKids",f,f,0.2,143,100,300,5,12,f,21,t
628131,"2022-03-10 11:24:15","2022-03-10 11:25:32",0,f,0,1," time (77s) - OK & ",5,8,"0/68_25_7_bg2.png","Pirates",f,f,0.2,71,100,300,9,12,f,21,t
628834,"2022-03-10 11:35:45","2022-03-10 11:38:04",0,f,0,0," acceptable time (96s) exceeded (139s) & ",6,12,"90/57_60_10_bg8.png","FantasyOldKids",f,t,0.4,71,100,180,12,15,f,34,t
628895,"2022-03-10 11:38:23","2022-03-10 11:39:09",5,t,2,0,"hint used &  time (46s) - OK &  2 or more mistakes on 2 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""Farm/Items/500_barn2.png"" - 3 errs) -- (on object ""Farm/Items/90_pig_lying.png"" - 2 errs) --] ",6,12,"90/65_100_10_bg9.png","Farm",f,f,0.4,71,100,180,7,15,f,34,t
628948,"2022-03-10 11:39:29","2022-03-10 11:40:16",0,f,0,1," time (47s) - OK & ",6,13,"90/90_15_4_bg7.png","Pirates",f,f,0.4,71,100,180,12,15,f,34,t
629570,"2022-03-10 13:43:33","2022-03-10 13:46:15",15,t,3,-1,"hint used &  acceptable time (112s) exceeded (162s) &  2 or more mistakes on 3 item(s) &  any mistake on 5 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/10_torch.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/10_cobra.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/60_troll.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/300_dragon.png"" - 7 errs) -- (on object ""FantasyOldKids/Items/3_ring.png"" - 4 errs) --] ",7,17,"0/70_80_10_bg5.png","FantasyOldKids",t,f,0.4,76,100,180,7,18,f,60,t
629644,"2022-03-10 13:46:40","2022-03-10 13:47:56",5,t,3,0,"hint used &  time (76s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/45_telescope1.png"" - 1 errs) -- (on object ""Pirates/Items/1_SPIDR030.png"" - 1 errs) -- (on object ""Pirates/Items/110_flagPirate.png"" - 3 errs) --] ",7,17,"0/55_33_10_bg1.png","Pirates",f,f,0.4,76,100,180,10,18,f,60,t
630399,"2022-03-10 14:01:05","2022-03-10 14:07:51",58,t,2,-1,"hint used &  acceptable time (96s) exceeded (406s) &  2 or more mistakes on 3 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/10_mushrooms.png"" - 25 errs) -- (on object ""FantasyOldKids/Items/45_girlwitch_3.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/50_BOW.png"" - 31 errs) --] ",6,12,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0.4,153,100,180,8,15,f,47,t
630932,"2022-03-10 14:54:10","2022-03-10 14:54:31",0,f,0,1," time (21s) - OK & ",3,1,"0/58_40_10_bg2.png","FantasyOldKids",t,f,0,143,100,300,3,6,f,43,f
630953,"2022-03-10 14:54:45","2022-03-10 14:55:07",0,f,0,1," time (22s) - OK & ",3,1,"0/58_50_7_bg5.png","CityOldKids",t,f,0,143,100,300,3,6,f,43,f
630977,"2022-03-10 14:55:21","2022-03-10 14:55:41",2,f,0,0," time (20s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""Farm/Items/130_UMBRLTOP.png"" - 2 errs) --] ",3,1,"0/70_20_5_bg2.png","Farm",t,f,0,143,100,300,3,6,f,43,f
630998,"2022-03-10 14:55:52","2022-03-10 14:56:24",0,f,0,1," time (32s) - OK & ",3,1,"0/66_50_17_bg3.png","Pirates",t,f,0,143,100,300,3,6,f,43,f
631044,"2022-03-10 14:56:37","2022-03-10 14:57:31",11,t,1,-1,"hint used &  acceptable time (48s) exceeded (54s) &  2 or more mistakes on 2 item(s) &  any mistake on 2 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/50_superhero_2.png"" - 2 errs) -- (on object ""FantasyOldKids/Items/12_web.png"" - 9 errs) --] ",3,1,"0/60_40_10_bg1.png","FantasyOldKids",t,f,0,143,100,300,2,6,f,43,f
631064,"2022-03-10 14:57:43","2022-03-10 14:58:01",0,f,0,1," time (18s) - OK & ",3,1,"0/58_30_8_bg9.png","CityOldKids",t,f,0,143,100,300,3,6,f,43,f
631088,"2022-03-10 14:58:21","2022-03-10 14:58:41",0,f,0,1," time (20s) - OK & ",3,1,"0/70_20_5_bg2.png","Farm",t,f,0,143,100,300,3,6,f,43,f
631750,"2022-03-10 15:11:11","2022-03-10 15:12:34",1,t,1,0,"hint used &  time (83s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/7_PADLK.png"" - 1 errs) --] ",7,16,"0/58_30_8_bg3.png","FantasyOldKids",f,f,0.4,71,100,180,15,18,f,57,t
631815,"2022-03-10 15:13:01","2022-03-10 15:13:54",2,t,2,0,"hint used &  time (53s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/5_shell4.png"" - 1 errs) -- (on object ""Pirates/Items/50_map.png"" - 1 errs) --] ",7,16,"0/66_50_17_bg3.png","Pirates",f,f,0.2,71,100,180,12,18,f,57,t
631874,"2022-03-10 15:14:17","2022-03-10 15:15:06",0,f,0,1," time (49s) - OK & ",7,16,"0/58_40_10_bg2.png","FantasyOldKids",f,f,0.4,71,100,180,15,18,f,57,t
632489,"2022-03-10 16:02:07","2022-03-10 16:03:48",1,t,1,0,"hint used &  time (101s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/70_ANCHR.png"" - 1 errs) --] ",8,23,"90/70_50_10_bg6.png","FantasyOldKids",f,f,0.2,71,100,180,15,21,f,62,t
632594,"2022-03-10 16:04:15","2022-03-10 16:06:50",13,t,2,-1,"hint used &  acceptable time (128s) exceeded (155s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""Pirates/Items/40_pirateGirl.png"" - 1 errs) -- (on object ""Pirates/Items/480_island3_pinkPalm.png"" - 3 errs) -- (on object ""Pirates/Items/25_pirateHat4.png"" - 9 errs) --] ",8,23,"90/90_15_4_bg7.png","Pirates",f,t,0.2,71,100,180,13,21,f,62,t
633189,"2022-03-10 16:47:07","2022-03-10 16:47:21",0,f,0,1," time (14s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
633204,"2022-03-10 16:47:35","2022-03-10 16:47:49",0,f,0,1," time (14s) - OK & ",3,1,"0\73_50_15_bg4.png","CityOldKids",t,f,0,115,100,300,3,6,f,37,f
633220,"2022-03-10 16:48:00","2022-03-10 16:48:12",0,f,0,1," time (12s) - OK & ",3,1,"0\37_20_4_bg6.png","Farm",t,f,0,115,100,300,3,6,f,37,f
